,Unnamed: 0,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
9826,9861,1,1,32,0,1,216,4,4,4,2,3,4,3,3,4,5,5,3,5,3,0,8.0,0
9195,9226,0,1,36,1,2,1962,1,1,1,1,2,1,4,4,4,5,4,1,4,1,0,0.0,1
9332,9363,0,1,37,1,2,1521,2,2,2,2,3,5,4,4,4,4,4,3,4,4,0,67.0,1
3505,3518,0,1,56,0,0,109,5,5,5,4,5,5,5,5,4,4,5,5,5,5,0,0.0,1
8595,8625,0,1,64,0,0,862,3,5,2,3,4,2,4,4,3,5,5,4,5,4,25,21.0,0
3556,3569,1,1,49,0,0,965,1,4,1,5,2,5,4,1,1,1,1,3,1,5,7,10.0,0
308,309,0,1,50,1,2,3378,2,2,4,2,2,5,4,4,4,4,4,5,4,3,0,0.0,1
1225,1231,1,1,27,1,2,3883,4,2,2,2,4,3,4,4,1,5,3,1,4,4,59,69.0,0
6907,6931,0,0,20,1,2,679,4,0,4,5,2,4,2,2,4,5,5,4,4,2,25,6.0,1
3891,3906,0,1,22,1,2,961,4,4,4,4,3,3,3,2,4,4,2,3,2,3,159,157.0,1
4825,4844,1,1,37,1,2,1908,5,5,5,5,4,5,5,4,4,4,4,4,4,3,0,0.0,1
6748,6771,0,1,46,0,0,1598,4,5,4,4,2,4,2,2,3,2,4,5,5,2,0,0.0,1
6760,6783,1,1,42,1,2,1773,4,4,4,4,2,4,4,4,4,4,4,4,4,5,0,5.0,1
8127,8156,1,1,51,0,0,1222,4,0,5,3,4,4,5,2,2,5,2,4,2,3,0,0.0,0
8610,8640,1,1,25,1,2,637,2,1,2,2,2,2,2,2,1,5,3,2,3,2,0,8.0,0
7287,7312,0,1,50,1,2,737,3,3,3,3,4,4,4,5,5,4,5,3,5,4,4,13.0,1
8052,8081,1,1,27,1,2,3315,3,5,5,5,3,3,3,3,3,4,3,2,2,3,102,98.0,0
8992,9023,1,1,40,1,2,2472,2,5,5,5,2,1,2,2,2,2,2,4,2,3,4,15.0,0
1177,1183,0,1,62,0,0,920,4,5,4,2,3,4,1,3,4,3,4,3,5,3,0,1.0,0
4966,4985,1,1,22,0,0,1199,2,2,2,4,1,2,1,1,2,3,3,3,4,1,55,82.0,0
5471,5491,0,1,38,0,0,164,2,5,0,5,5,0,5,5,3,5,4,5,4,5,4,0.0,0
2305,2314,0,1,21,0,0,723,2,2,2,4,4,2,3,4,4,1,4,2,3,4,0,0.0,0
6270,6291,0,1,64,0,0,695,1,1,1,4,4,1,4,4,1,2,4,4,4,4,0,0.0,0
1628,1636,0,1,63,0,0,1020,3,4,3,3,1,3,1,1,1,4,4,1,4,1,22,36.0,0
2858,2869,1,1,53,0,0,1069,3,4,3,3,5,4,4,4,4,3,4,5,4,5,15,11.0,0
3498,3511,0,1,57,1,2,1999,3,3,5,3,3,4,5,4,4,4,4,4,4,4,39,43.0,1
4236,4253,0,1,41,1,0,359,4,1,1,1,4,4,4,4,2,1,3,2,4,4,30,28.0,0
2942,2953,1,1,68,0,0,666,4,3,4,2,1,5,2,1,1,4,1,5,1,5,2,0.0,0
988,994,0,1,50,0,0,788,5,3,5,3,3,5,3,3,1,1,3,4,2,3,0,0.0,1
1947,1955,0,1,57,1,2,1310,2,2,2,2,4,5,4,4,4,4,4,4,4,4,0,0.0,1
5900,5920,0,1,49,0,0,422,3,0,3,1,2,3,2,2,5,3,5,4,4,2,0,0.0,0
2226,2234,0,1,57,1,2,1464,4,4,4,4,2,4,4,5,5,4,5,3,5,3,0,0.0,1
8201,8230,0,1,31,1,2,3094,3,1,1,1,3,4,3,3,2,3,1,1,5,3,0,0.0,0
9256,9287,1,1,21,1,2,1012,2,2,2,2,5,5,5,5,4,3,4,3,4,5,0,0.0,1
9336,9367,1,1,36,1,1,267,2,3,3,3,2,2,2,2,1,1,3,4,4,2,59,55.0,0
9020,9051,0,1,25,1,2,3681,3,3,3,3,4,4,4,4,4,5,5,1,1,4,0,0.0,1
2975,2986,0,1,37,1,0,332,2,3,4,3,2,2,2,2,4,2,4,1,4,2,0,0.0,0
9854,9889,0,1,36,1,2,241,1,1,5,1,3,4,3,1,1,1,1,2,1,4,0,0.0,0
4507,4525,0,1,56,1,2,516,1,1,1,1,2,5,4,5,5,5,5,4,5,3,15,38.0,1
4494,4512,1,1,41,1,2,3945,1,1,1,1,4,4,5,5,5,5,5,3,5,3,14,0.0,1
6309,6330,0,1,29,0,0,488,1,5,1,3,2,1,2,2,4,4,4,3,5,2,0,0.0,0
574,575,1,1,70,0,0,762,3,5,3,5,3,5,4,2,2,3,2,3,2,5,66,73.0,0
2452,2462,0,0,24,1,0,978,4,4,4,3,2,4,5,2,4,4,3,2,2,2,0,0.0,0
9067,9098,1,1,29,0,0,399,2,5,5,1,4,5,4,4,3,4,4,4,5,4,47,41.0,0
8691,8722,1,1,43,1,0,145,2,1,1,1,3,1,5,2,2,2,2,3,2,4,0,0.0,1
1424,1431,1,1,30,1,2,3084,3,3,3,3,4,4,4,4,3,3,4,4,5,4,0,0.0,1
5738,5758,0,0,26,1,0,965,2,2,2,4,2,2,1,2,4,2,4,1,4,2,39,35.0,0
7887,7915,1,1,38,1,2,1638,4,4,4,4,3,5,4,5,5,5,5,5,5,3,0,1.0,1
108,108,1,0,36,1,1,1075,2,1,1,3,4,1,4,4,1,3,4,3,3,4,21,73.0,0
3986,4002,0,1,46,1,2,888,4,1,4,4,2,5,5,4,4,4,4,3,4,5,3,0.0,1
6246,6267,0,1,60,1,2,2202,2,4,5,4,4,4,3,2,2,2,2,2,2,2,14,16.0,0
552,553,0,1,50,1,2,3858,0,0,0,1,2,4,5,2,2,2,2,3,2,3,0,0.0,1
8550,8580,1,1,31,1,1,925,4,4,4,4,5,5,5,5,2,4,2,4,4,5,5,0.0,1
3497,3510,1,1,57,1,2,1755,3,3,3,3,4,5,4,4,4,4,4,4,4,5,0,0.0,1
4497,4515,1,0,21,1,0,998,3,3,3,3,5,3,5,5,3,5,4,1,4,5,30,29.0,0
8903,8934,0,1,51,1,0,86,4,4,4,4,4,4,4,4,4,2,1,2,3,4,14,1.0,1
830,835,1,1,58,1,0,101,1,2,2,2,5,4,3,1,1,1,1,1,1,4,0,0.0,0
3679,3692,0,1,33,1,2,2753,0,5,0,3,5,5,5,5,5,3,4,5,2,5,0,0.0,1
3668,3681,0,1,37,0,0,852,3,5,3,5,3,3,3,3,5,4,5,4,5,3,0,0.0,0
8682,8713,0,1,40,1,2,1346,5,1,5,5,5,4,4,4,4,4,4,4,4,5,0,13.0,1
2157,2165,1,1,55,1,2,2185,2,2,5,2,5,5,5,5,5,5,5,5,5,3,0,0.0,1
6020,6040,1,0,21,1,2,763,1,4,1,4,5,1,5,5,4,3,3,4,3,5,25,33.0,0
6872,6895,0,1,44,0,0,2125,2,5,3,3,3,3,3,3,1,4,1,2,1,3,0,22.0,0
9654,9687,0,1,59,0,1,692,3,4,3,1,5,3,5,5,3,4,4,5,5,5,43,56.0,0
9608,9641,1,1,42,1,2,2405,3,3,2,3,4,4,5,5,5,5,5,5,5,4,29,19.0,1
1005,1011,0,1,25,1,2,3455,5,5,5,5,5,4,5,5,3,5,5,3,4,5,0,0.0,1
5239,5259,1,0,25,1,0,612,1,4,1,3,1,3,3,1,5,3,4,3,2,3,97,161.0,0
1915,1923,0,1,42,1,2,2090,0,0,0,3,3,4,4,5,5,5,5,3,5,3,0,0.0,1
2625,2636,0,1,51,0,0,239,2,1,2,3,5,2,5,5,4,4,3,2,3,5,6,0.0,0
4521,4539,0,1,47,0,2,101,3,3,3,4,1,4,3,3,3,3,3,2,3,1,0,0.0,0
1989,1997,1,1,15,0,0,216,1,1,1,3,4,1,4,4,4,2,4,4,4,4,0,0.0,0
3329,3342,1,0,43,1,2,998,3,3,3,4,1,3,1,1,3,3,3,1,4,1,0,0.0,0
9715,9748,1,1,43,1,0,391,5,2,3,2,5,5,5,5,4,3,5,5,5,5,469,493.0,1
6122,6142,0,1,57,1,2,1533,3,4,3,3,3,5,4,2,2,2,2,3,2,3,0,0.0,1
600,601,1,1,18,0,0,349,4,4,5,4,5,5,5,5,2,5,4,3,4,5,0,0.0,0
2780,2791,0,1,53,1,0,444,2,5,2,5,2,2,2,2,2,2,3,1,4,2,0,0.0,0
8140,8169,0,1,31,0,0,1042,1,4,1,3,3,1,4,3,3,3,5,3,4,3,2,2.0,0
4730,4748,1,1,60,1,2,264,0,0,0,2,4,1,5,3,3,3,3,2,3,2,0,0.0,1
1038,1044,1,1,48,1,2,3700,4,4,4,4,5,5,4,5,5,5,5,3,5,4,0,0.0,1
8703,8734,0,1,61,1,2,2178,1,3,3,3,4,1,2,1,1,1,1,3,1,3,0,0.0,0
1396,1403,0,1,46,1,2,1857,3,3,3,3,3,3,2,3,3,3,3,2,3,1,0,0.0,0
4314,4331,1,1,44,1,2,1909,4,4,4,4,2,4,4,5,5,5,4,3,5,5,10,0.0,1
8448,8478,0,1,36,1,2,3874,0,0,0,4,1,5,5,2,2,1,1,5,2,3,5,0.0,1
2885,2896,0,1,39,1,2,3057,2,2,2,2,4,5,5,3,3,3,3,4,3,5,0,0.0,1
5798,5818,1,0,31,1,0,1105,3,4,4,4,3,4,2,3,1,5,3,1,4,3,6,16.0,0
2584,2595,0,1,41,0,0,302,4,4,5,1,4,5,4,4,4,3,4,4,4,4,0,0.0,0
9944,9979,1,0,10,1,2,764,1,2,1,3,5,1,5,5,4,5,3,1,3,5,0,0.0,0
136,136,1,1,52,1,2,1590,3,3,3,3,2,5,5,5,5,5,5,4,5,5,0,11.0,1
9282,9313,1,0,22,1,2,442,4,0,4,2,1,4,1,1,4,3,5,5,5,1,39,37.0,1
8175,8204,0,1,48,1,2,1967,3,3,3,3,3,4,4,5,5,5,5,3,5,4,2,7.0,1
67,67,0,1,21,0,0,373,2,3,1,1,3,1,3,3,4,4,5,2,3,3,0,0.0,0
6072,6092,0,1,56,1,2,3216,4,4,4,4,2,5,5,5,5,5,5,3,5,5,0,0.0,1
2430,2440,1,1,35,1,0,1123,3,2,2,2,4,3,3,3,2,3,1,3,3,3,194,188.0,1
324,325,1,1,49,1,2,258,5,5,5,5,3,4,5,5,5,5,5,5,5,4,0,0.0,1
4061,4078,1,1,68,0,0,1182,3,4,3,4,2,3,4,1,1,3,1,4,1,3,0,0.0,0
8849,8880,0,1,43,1,2,737,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,0.0,1
7950,7978,0,1,53,1,2,2748,2,2,2,2,3,5,5,4,4,5,4,5,4,4,31,12.0,1
1917,1925,1,0,22,1,2,575,5,0,5,5,5,5,5,5,5,3,5,4,5,5,0,0.0,1
4687,4705,0,1,27,1,1,325,3,2,2,2,3,3,3,3,1,2,3,3,4,3,4,0.0,0
1729,1737,0,0,47,1,0,319,1,1,2,3,2,4,4,1,2,4,3,4,3,4,171,164.0,0
9147,9178,1,1,41,1,2,451,4,4,4,4,4,4,4,3,3,3,3,5,3,4,0,0.0,1
1358,1364,1,1,37,1,2,3779,4,4,4,4,1,3,3,4,4,4,3,5,4,3,0,0.0,1
7318,7343,1,1,9,1,2,491,1,1,1,1,5,5,5,5,5,5,5,5,4,5,0,0.0,1
8286,8316,0,1,35,1,0,406,2,3,1,1,2,2,2,2,2,4,1,1,2,2,0,0.0,0
526,527,0,1,47,1,0,386,4,4,4,4,4,4,4,4,2,3,3,3,4,4,0,10.0,0
8878,8909,1,1,52,1,2,691,4,4,4,4,2,5,5,2,2,2,2,4,2,3,0,0.0,1
3224,3236,1,0,36,1,0,780,2,2,2,4,5,2,5,5,4,4,3,1,4,5,7,0.0,0
2262,2271,1,1,53,1,2,2370,1,1,2,1,3,4,5,4,4,4,4,4,4,3,24,0.0,1
783,787,0,1,51,1,2,3038,5,5,4,5,2,5,4,4,4,4,4,3,4,3,0,0.0,1
2090,2098,0,1,34,0,0,1299,4,4,4,5,1,4,1,1,5,2,3,4,4,1,0,0.0,1
8472,8502,1,0,24,1,0,802,4,4,4,3,3,4,3,3,3,3,4,3,4,3,9,3.0,1
5679,5699,1,1,66,1,0,214,3,4,4,4,4,4,3,3,3,3,3,3,3,2,7,0.0,0
3691,3704,1,1,47,1,1,245,5,3,2,3,2,5,3,5,5,5,5,4,5,2,0,0.0,1
5975,5995,1,1,56,1,2,1564,5,5,5,5,3,4,5,5,5,4,5,5,5,3,0,0.0,1
1094,1100,1,1,49,1,2,259,1,1,1,1,5,5,5,4,4,4,4,4,4,5,15,12.0,1
4485,4503,1,0,25,1,0,268,3,3,2,4,1,2,1,1,4,5,4,2,3,1,0,6.0,0
2296,2305,0,1,40,0,0,427,2,1,2,4,5,2,5,5,2,2,4,4,4,5,1,0.0,0
8042,8070,0,1,44,0,0,622,2,3,2,4,1,2,1,1,2,4,1,4,5,1,2,0.0,0
4194,4211,0,1,60,1,2,2449,3,1,1,1,5,3,4,3,3,3,3,4,3,2,13,1.0,0
5029,5048,1,1,50,1,0,812,3,5,4,4,2,5,1,3,3,3,3,2,3,4,0,0.0,1
3265,3278,0,1,34,1,2,3860,5,5,5,5,1,4,1,2,2,2,2,2,2,1,0,6.0,1
5513,5533,1,1,57,1,0,143,3,1,1,1,5,3,3,3,3,3,3,2,3,1,0,0.0,0
6447,6468,0,1,40,1,2,1899,0,0,0,4,5,4,4,5,5,5,5,4,5,5,2,0.0,1
8572,8602,0,1,48,0,0,756,4,5,4,3,2,4,2,2,5,4,4,4,4,2,16,23.0,0
6753,6776,1,1,14,0,0,373,3,2,1,4,1,1,1,1,1,4,4,2,4,1,3,0.0,0
5181,5201,0,1,39,1,2,342,5,5,4,5,3,4,5,4,4,4,4,5,4,3,0,0.0,1
1217,1223,1,1,21,1,2,1771,3,3,2,3,2,2,2,2,5,2,5,5,5,2,10,11.0,1
3071,3082,1,1,18,0,0,1096,2,1,2,4,5,2,5,5,1,4,3,1,3,5,57,39.0,0
7262,7287,1,1,8,0,0,516,3,5,3,4,4,3,4,4,4,5,3,2,4,4,0,13.0,0
3424,3437,1,0,22,1,0,265,2,0,2,1,5,2,3,5,3,4,5,4,4,5,0,0.0,0
5422,5442,1,0,80,1,2,265,3,4,4,4,5,3,5,2,2,3,2,2,2,1,30,15.0,0
6808,6831,1,1,53,1,0,416,4,3,3,3,3,3,2,4,4,4,4,1,4,3,3,1.0,1
4498,4516,0,1,61,1,0,374,3,4,4,4,3,3,3,3,2,2,4,1,4,3,12,1.0,0
6055,6075,1,1,41,1,2,3108,3,1,1,1,3,3,3,3,3,3,3,1,3,2,0,2.0,0
220,220,1,1,51,0,0,297,2,4,2,4,4,4,5,5,5,2,5,3,5,5,0,1.0,0
8303,8333,0,1,19,0,0,445,4,4,2,3,2,2,2,2,1,5,3,1,3,2,2,0.0,1
676,677,1,0,29,1,2,775,1,1,1,2,5,1,5,5,5,3,4,3,5,5,2,3.0,0
82,82,1,1,17,0,0,153,1,5,1,2,5,1,5,5,4,2,2,5,2,5,0,0.0,0
5345,5365,0,0,23,1,0,883,2,2,2,3,2,2,3,2,5,3,4,5,4,2,28,15.0,0
4220,4237,1,1,45,1,0,1041,3,3,3,3,2,4,4,3,3,3,3,3,3,4,0,14.0,0
6029,6049,0,1,56,1,2,361,4,4,4,4,5,4,5,4,4,4,4,3,4,5,24,19.0,1
45,45,0,1,48,1,2,2327,1,1,1,1,5,5,5,3,4,3,2,5,5,5,0,2.0,1
9667,9700,1,1,48,0,2,743,2,5,2,5,2,4,5,1,1,2,1,4,1,5,14,2.0,0
6189,6209,1,1,41,0,0,992,4,5,5,2,1,5,1,1,4,5,4,5,5,1,0,0.0,1
2051,2059,1,0,22,1,2,2586,4,2,4,5,3,4,3,3,4,4,3,5,5,3,0,0.0,1
7991,8019,0,1,48,1,0,552,5,3,2,2,5,5,5,5,3,5,5,4,1,5,0,2.0,1
806,811,0,1,42,0,0,1050,2,5,3,2,5,3,5,5,4,5,5,3,4,5,2,21.0,0
939,945,1,1,48,0,0,370,2,3,2,2,2,3,3,2,2,2,2,4,2,3,99,94.0,0
5616,5636,0,0,48,1,2,859,1,1,1,2,4,1,4,4,4,5,5,5,4,4,0,20.0,0
2443,2453,1,0,25,1,1,229,0,0,0,1,4,0,4,4,5,3,4,4,2,4,0,0.0,1
7674,7701,0,1,36,1,0,200,2,4,4,4,2,3,2,2,3,3,3,2,4,2,0,0.0,0
4806,4825,0,1,41,1,2,3232,2,2,2,2,2,5,5,5,5,5,5,4,5,5,0,0.0,1
4937,4956,0,0,35,1,2,1747,2,2,2,5,2,2,2,2,3,4,4,4,4,2,0,1.0,0
2802,2813,0,1,54,1,2,3307,5,5,5,5,5,4,5,4,4,4,4,3,4,3,95,95.0,1
4247,4264,0,1,55,1,0,277,2,4,4,4,2,2,2,2,2,4,4,1,3,2,7,13.0,0
4510,4528,1,1,49,1,2,2816,1,1,1,1,3,4,4,5,5,5,5,4,5,4,7,0.0,1
5736,5756,0,1,12,0,0,364,3,4,3,4,5,3,5,5,3,5,3,3,4,5,0,1.0,0
4369,4386,1,1,13,0,0,409,4,5,4,3,1,4,1,1,3,5,5,5,5,1,0,0.0,0
1755,1763,0,1,29,1,2,2218,3,3,2,3,3,3,3,3,4,3,5,4,4,3,0,0.0,1
1293,1299,0,1,42,1,2,216,4,4,4,4,1,2,5,4,4,4,5,1,4,5,0,0.0,1
5847,5867,0,1,41,0,0,1127,2,4,3,2,4,3,4,4,3,4,5,4,4,4,0,0.0,0
8773,8804,0,1,36,1,2,3937,1,1,1,1,4,4,4,3,3,3,3,5,3,3,19,14.0,1
5023,5042,1,1,64,1,2,3143,2,2,2,2,5,5,5,5,5,5,5,4,5,5,0,0.0,1
3530,3543,1,1,42,1,0,374,4,3,3,3,1,3,1,4,4,4,4,2,4,2,52,42.0,1
2378,2387,0,1,16,0,1,528,2,5,2,2,3,2,3,3,5,3,5,4,5,3,3,0.0,0
4277,4294,1,1,43,1,2,3150,2,2,2,2,2,4,5,4,4,4,5,3,4,5,0,0.0,1
685,686,0,1,54,1,0,1635,1,0,0,2,4,1,4,4,3,2,1,2,2,4,11,0.0,0
4585,4603,1,1,26,0,1,602,3,5,3,2,3,3,3,3,5,2,5,4,5,3,6,0.0,0
2126,2134,1,0,26,1,1,550,0,0,0,5,2,0,2,2,3,1,4,2,4,2,0,0.0,1
6742,6765,1,1,24,1,0,1096,2,4,4,4,2,2,1,2,2,3,3,4,4,2,30,36.0,0
6381,6402,0,0,37,1,0,862,1,1,1,3,4,1,4,4,5,3,1,3,1,4,8,0.0,0
8808,8839,0,1,14,0,0,227,3,5,0,1,5,0,5,5,1,2,5,3,4,5,0,0.0,0
2754,2765,0,0,20,1,0,265,2,4,2,4,2,2,2,2,1,4,4,1,4,2,25,72.0,0
9201,9232,0,1,22,1,2,1643,3,1,4,4,3,3,3,3,1,1,2,2,2,3,31,30.0,0
6244,6265,1,1,11,0,0,356,2,5,2,3,2,2,2,2,4,4,5,3,4,2,7,2.0,0
4148,4165,1,1,53,1,2,2133,3,5,3,3,3,5,4,4,4,4,4,5,4,3,2,0.0,1
5669,5689,1,1,58,1,0,980,1,0,0,4,2,4,3,4,4,1,4,4,4,1,0,0.0,0
8601,8631,0,1,57,0,0,1005,1,4,1,2,5,1,5,5,5,5,5,3,5,5,4,0.0,0
4968,4987,1,0,37,1,1,86,4,4,4,2,2,4,2,2,4,3,3,4,2,2,0,0.0,0
9365,9396,0,1,26,0,0,86,2,4,2,3,2,2,2,2,3,5,4,5,5,2,0,9.0,0
5352,5372,0,1,69,1,2,937,3,3,3,3,4,4,5,4,4,4,4,4,4,3,16,0.0,1
2947,2958,0,1,26,1,2,2363,3,3,3,3,5,5,5,5,5,3,2,3,3,5,0,0.0,1
6,6,1,1,59,0,0,293,4,5,4,1,3,5,5,1,1,4,4,3,1,5,42,26.0,0
5266,5286,1,0,40,1,2,762,3,3,3,4,2,3,2,2,4,4,5,4,5,2,1,0.0,0
4178,4195,1,0,26,1,0,137,1,1,1,3,1,1,1,1,2,4,3,3,3,1,57,55.0,0
8783,8814,0,1,52,1,2,1217,1,1,1,1,2,4,5,4,4,4,4,4,4,5,0,12.0,1
6228,6248,0,1,26,0,0,936,1,4,1,4,2,1,5,2,4,3,4,3,5,2,10,65.0,0
7904,7932,1,1,58,1,0,589,3,3,3,3,1,5,1,4,4,3,4,3,4,1,0,4.0,1
7166,7191,0,1,38,1,0,166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17.0,1
662,663,0,1,67,0,0,1130,2,4,2,5,3,2,3,3,5,4,4,5,5,3,39,36.0,0
4038,4055,0,1,37,0,0,481,1,2,1,3,3,1,3,3,3,5,4,3,4,3,110,112.0,0
8546,8576,1,0,38,1,2,294,3,3,3,2,1,3,1,1,3,5,5,4,4,1,0,0.0,1
159,159,0,1,31,1,2,1599,4,5,5,5,4,4,4,4,2,3,3,4,4,4,169,217.0,0
6710,6732,0,0,39,1,0,326,2,4,2,5,2,2,2,2,1,5,3,2,4,2,0,0.0,0
98,98,0,1,58,1,2,1834,3,3,3,3,4,4,4,5,5,5,5,4,5,4,0,0.0,1
9942,9977,1,0,20,1,1,1009,2,0,2,3,3,2,2,3,3,1,3,3,3,3,2,0.0,0
876,881,0,1,59,1,2,2111,5,5,5,5,3,4,4,4,4,5,4,4,4,4,0,0.0,1
7402,7429,1,1,42,0,0,1499,3,3,3,2,4,1,1,5,5,3,5,1,5,1,2,0.0,0
7873,7900,0,1,14,0,0,338,3,4,3,5,4,3,4,4,5,4,4,5,4,4,14,23.0,0
5270,5290,0,1,28,0,0,1124,3,5,3,2,2,3,4,2,3,5,3,5,5,2,6,0.0,0
7518,7545,1,1,29,0,0,1050,2,4,2,3,2,2,2,2,5,4,4,5,5,2,0,0.0,0
2857,2868,1,1,56,1,2,3194,2,2,2,2,2,4,4,5,5,4,5,4,5,5,0,0.0,1
6303,6324,1,1,34,0,0,408,2,1,2,3,5,2,5,5,1,2,3,4,3,5,0,0.0,0
1513,1520,1,1,19,1,2,1609,4,4,4,4,4,4,4,4,5,3,5,3,4,4,0,0.0,1
2133,2141,0,1,33,0,2,404,2,4,2,4,1,2,1,1,4,2,5,3,4,1,0,0.0,0
6034,6054,1,1,38,1,0,391,2,3,3,3,2,2,2,2,3,1,3,4,4,2,0,0.0,0
5075,5094,1,1,40,1,2,957,5,5,5,5,4,5,4,5,5,5,5,3,5,5,0,0.0,1
8831,8862,1,0,28,1,2,679,2,2,2,1,1,2,1,1,3,3,5,3,5,1,0,0.0,0
3384,3397,1,1,22,1,1,566,3,3,3,3,3,3,2,3,4,3,4,3,3,3,5,3.0,0
9665,9698,1,1,34,0,0,147,4,4,0,3,4,0,4,4,5,4,5,5,4,4,0,0.0,1
3631,3644,1,1,54,1,2,2399,4,4,2,4,4,5,4,5,5,5,5,4,5,3,21,19.0,1
7494,7521,1,1,46,1,2,1476,4,4,4,4,2,1,3,4,4,4,4,5,4,4,0,0.0,1
7673,7700,1,1,39,1,2,3226,3,3,3,3,3,4,4,4,4,4,4,5,4,3,0,0.0,1
1315,1321,0,1,59,1,2,1572,1,1,1,1,5,4,5,3,3,3,3,5,3,5,0,0.0,1
5932,5952,0,1,23,0,0,356,3,4,3,3,3,3,3,3,4,3,5,4,5,3,5,1.0,0
9005,9036,0,1,50,1,2,2347,4,4,4,4,2,5,4,5,5,5,5,3,5,4,0,0.0,1
582,583,0,0,26,1,2,102,0,0,0,1,4,0,4,4,3,3,5,5,4,4,0,0.0,1
3614,3627,0,1,18,1,1,588,2,2,2,2,2,2,2,2,3,5,3,3,3,2,0,0.0,0
4662,4680,1,1,33,1,2,399,2,2,5,2,5,5,5,4,4,4,4,3,4,4,0,0.0,1
3178,3190,0,0,20,1,0,361,2,2,2,3,1,2,1,1,2,1,3,4,3,1,15,24.0,0
7437,7464,1,1,29,0,0,489,2,3,2,3,3,2,3,3,4,4,3,3,4,3,13,12.0,0
6330,6351,1,1,44,1,1,216,1,2,2,2,5,3,2,1,1,1,1,2,1,4,0,0.0,0
147,147,1,1,54,1,2,1696,2,2,2,2,5,5,4,5,5,5,5,3,5,5,0,0.0,1
6008,6028,0,0,26,1,2,1075,1,1,1,3,5,1,5,5,4,2,3,3,4,5,0,0.0,0
6261,6282,1,1,47,1,2,1139,3,1,1,1,1,4,4,3,3,4,3,1,3,4,68,84.0,0
1262,1268,0,1,49,0,0,872,3,0,3,1,5,3,5,5,3,4,3,5,5,5,10,15.0,0
3666,3679,0,1,33,1,2,2764,4,4,4,4,5,5,5,5,5,1,1,3,5,5,6,0.0,1
4060,4077,0,1,15,0,2,726,3,2,3,3,1,3,1,1,2,2,4,3,4,1,0,0.0,0
337,338,1,1,47,0,0,255,5,4,5,3,3,4,4,5,5,5,5,3,5,3,10,2.0,1
5675,5695,0,0,23,1,2,1117,2,3,3,4,1,3,1,1,3,3,3,4,3,1,5,7.0,0
1540,1547,1,1,44,0,0,610,1,5,1,1,2,5,5,4,4,1,4,5,4,5,5,0.0,0
6080,6100,1,1,44,1,2,1197,2,2,2,2,3,5,5,4,4,4,4,4,4,3,1,0.0,1
7769,7796,0,1,60,1,2,507,5,5,5,5,3,5,5,4,4,4,4,3,4,5,0,0.0,1
7953,7981,1,1,49,1,2,1598,3,3,3,3,4,4,5,4,4,4,4,4,4,5,0,0.0,1
259,259,0,0,18,1,0,646,4,1,4,4,5,4,5,5,2,1,4,2,3,5,6,12.0,0
8237,8266,1,1,46,0,0,188,3,4,3,3,3,5,4,2,2,3,2,3,2,4,3,0.0,0
9209,9240,0,1,41,1,2,2417,3,3,3,3,5,4,4,5,5,5,5,4,5,5,0,0.0,1
8806,8837,1,1,42,1,2,3224,5,5,5,5,5,4,4,5,5,5,5,4,5,4,75,75.0,1
8915,8946,0,1,30,0,0,448,1,4,1,3,5,1,5,5,3,5,3,3,5,5,0,0.0,0
8385,8415,0,1,53,1,2,937,4,4,4,4,5,2,4,5,5,4,5,4,5,3,8,0.0,1
9761,9796,0,1,29,0,0,200,3,5,0,2,2,0,2,2,4,4,5,5,4,2,0,0.0,0
4360,4377,0,1,18,0,0,1440,1,4,1,1,5,1,5,5,3,3,3,5,4,5,3,0.0,0
2768,2779,1,1,38,1,2,1888,2,2,3,2,2,4,3,2,2,3,2,2,2,3,0,0.0,0
7861,7888,0,0,22,1,2,362,4,0,4,2,4,4,4,4,5,4,4,5,4,4,13,4.0,1
7587,7614,1,1,58,1,2,361,3,4,3,3,3,4,4,5,5,5,5,5,5,3,0,0.0,1
3315,3328,0,1,64,0,1,533,5,2,5,2,3,5,3,3,3,4,3,4,3,3,0,0.0,1
6484,6506,0,1,19,0,0,253,0,4,0,3,2,0,2,2,3,1,4,2,3,2,0,0.0,1
7865,7892,0,1,16,0,0,328,3,4,5,4,2,5,4,2,5,2,5,3,5,2,0,0.0,0
4306,4323,1,1,25,0,0,1126,2,2,2,3,5,2,5,5,2,4,4,1,4,5,0,0.0,0
3639,3652,1,1,61,0,0,90,5,4,5,3,2,4,3,2,2,5,2,2,2,3,0,0.0,1
6184,6204,1,1,58,1,0,1034,5,3,1,1,3,1,1,5,5,5,5,3,5,2,41,30.0,1
288,289,0,1,63,1,2,432,4,1,4,4,4,5,5,5,5,5,5,5,5,3,8,10.0,1
5157,5177,1,1,47,1,1,1288,2,3,3,3,5,3,3,2,2,2,2,2,2,3,73,68.0,0
8932,8963,1,1,12,0,0,89,4,4,4,3,4,4,4,4,3,3,3,2,4,4,0,0.0,0
8921,8952,0,0,22,1,0,1166,2,2,2,3,1,2,1,1,4,3,3,4,3,1,0,11.0,0
